MeasureDate,Timepoint,Day,Slide,Spat,Sample,Genotype,Parent.Site,Total.Juveniles,Diversity.Type,Tank,Survivorship,Polyps,Fusion.Partners,Fusion,Treatment,Richness,Community,
9/20/18,End,32,AN-10,2,AN-10-2,806-42,42,2,Non-Self,Tank17,1,3,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank18,1,2,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank18,1,2,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank17,1,3,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank17,1,3,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
9/20/18,End,32,AN-3,1,AN-3-1,743-13,13,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank18,1,2,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank17,1,3,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank17,1,3,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank18,1,3,1,1,Ambient,2,Multiple,
9/20/18,End,32,AN-3,2,AN-3-2,744-1,1,2,Non-Self,Tank18,0,NA,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JA-27,1,JA-27-1,742-F,F,2,Self,Tank23,1,3,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-27,1,JA-27-1,742-F,F,2,Self,Tank23,1,3,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-27,1,JA-27-1,742-F,F,2,Self,Tank21,1,3,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-27,1,JA-27-1,742-F,F,2,Self,Tank23,1,3,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-27,1,JA-27-1,742-F,F,2,Self,Tank21,1,3,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-27,1,JA-27-1,742-F,F,2,Self,Tank23,1,3,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-27,1,JA-27-1,742-F,F,2,Self,Tank23,1,4,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-27,2,JA-27-2,742-F,F,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-27,2,JA-27-2,742-F,F,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-27,2,JA-27-2,742-F,F,2,Self,Tank21,1,5,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-27,2,JA-27-2,742-F,F,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-27,2,JA-27-2,742-F,F,2,Self,Tank21,1,6,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-27,2,JA-27-2,742-F,F,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-27,2,JA-27-2,742-F,F,2,Self,Tank23,1,7,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-64,1,JA-64-1,823-1,1,2,Self,Tank21,1,4,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-64,1,JA-64-1,823-1,1,2,Self,Tank21,1,5,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-64,1,JA-64-1,823-1,1,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-64,1,JA-64-1,823-1,1,2,Self,Tank17,1,5,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-64,1,JA-64-1,823-1,1,2,Self,Tank23,1,6,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-64,1,JA-64-1,823-1,1,2,Self,Tank21,1,6,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-64,1,JA-64-1,823-1,1,2,Self,Tank21,1,6,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-64,2,JA-64-2,823-1,1,2,Self,Tank21,1,5,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-64,2,JA-64-2,823-1,1,2,Self,Tank21,1,4,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-64,2,JA-64-2,823-1,1,2,Self,Tank23,1,5,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-64,2,JA-64-2,823-1,1,2,Self,Tank17,1,5,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-64,2,JA-64-2,823-1,1,2,Self,Tank23,1,6,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-64,2,JA-64-2,823-1,1,2,Self,Tank21,1,6,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-64,2,JA-64-2,823-1,1,2,Self,Tank21,0,NA,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-9,1,JA-9-1,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-9,1,JA-9-1,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-9,1,JA-9-1,750-F,F,2,Self,Tank17,1,2,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-9,1,JA-9-1,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-9,1,JA-9-1,750-F,F,2,Self,Tank17,1,2,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-9,1,JA-9-1,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-9,1,JA-9-1,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-9,2,JA-9-2,750-F,F,2,Self,Tank18,1,2,1,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-9,2,JA-9-2,750-F,F,2,Self,Tank18,1,3,1,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-9,2,JA-9-2,750-F,F,2,Self,Tank17,1,4,1,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-9,2,JA-9-2,750-F,F,2,Self,Tank18,1,4,1,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-9,2,JA-9-2,750-F,F,2,Self,Tank17,1,6,1,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-9,2,JA-9-2,750-F,F,2,Self,Tank18,1,6,1,1,Ambient,1,Multiple,
9/20/18,End,32,JA-9,2,JA-9-2,750-F,F,2,Self,Tank18,1,6,1,1,Ambient,1,Multiple,
8/14/18,Initial,0,JN-1,1,JN-1-1,813-25,25,2,Non-Self,Tank23,1,3,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-1,2,JN-1-2,831-47,47,2,Non-Self,Tank23,1,5,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank18,1,4,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank18,1,4,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-14,1,JN-14-1,742-F,F,2,Non-Self,Tank17,1,5,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank17,1,5,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank18,1,5,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank21,1,5,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank18,1,5,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-14,2,JN-14-2,801-47,47,2,Non-Self,Tank17,1,6,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank23,1,2,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank23,1,2,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank21,1,2,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank23,1,2,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank21,1,2,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-22,1,JN-22-1,815-25,25,2,Non-Self,Tank23,1,3,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank23,1,6,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank23,1,6,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank21,1,6,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank23,1,6,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank21,1,6,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-22,2,JN-22-2,807-42,42,2,Non-Self,Tank23,1,6,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank21,1,7,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank21,1,7,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank23,1,7,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank17,1,7,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank23,1,7,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank21,1,7,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-24,1,JN-24-1,823-1,1,2,Non-Self,Tank21,1,8,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank23,1,4,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank17,1,4,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank23,1,5,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-24,2,JN-24-2,801-47,47,2,Non-Self,Tank21,1,3,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-27,1,JN-27-1,821-47,47,2,Non-Self,Tank23,1,4,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-27,1,JN-27-1,821-47,47,2,Non-Self,Tank23,1,5,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-27,1,JN-27-1,821-47,47,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-27,1,JN-27-1,821-47,47,2,Non-Self,Tank23,1,5,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-27,1,JN-27-1,821-47,47,2,Non-Self,Tank23,1,7,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank23,1,3,1,1,Ambient,2,Multiple,
8/22/18,S1D3,3,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank23,1,3,1,1,Ambient,2,Multiple,
8/30/18,S2R1,11,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank21,1,4,1,1,Ambient,2,Multiple,
9/5/18,S2D2,17,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank23,1,4,1,1,Ambient,2,Multiple,
9/11/18,S2D8,23,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank21,1,5,1,1,Ambient,2,Multiple,
9/14/18,S2D11,26,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank23,0,NA,1,1,Ambient,2,Multiple,
9/20/18,End,32,JN-27,2,JN-27-2,806-42,42,2,Non-Self,Tank23,0,NA,1,1,Ambient,2,Multiple,
8/14/18,Initial,0,JA-28,1,JA-28-1,742-F,F,3,Self,Tank21,1,2,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-28,1,JA-28-1,742-F,F,3,Self,Tank21,1,4,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-28,1,JA-28-1,742-F,F,3,Self,Tank23,1,4,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-28,1,JA-28-1,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-28,1,JA-28-1,742-F,F,3,Self,Tank23,1,5,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-28,1,JA-28-1,742-F,F,3,Self,Tank21,0,NA,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-28,1,JA-28-1,742-F,F,3,Self,Tank21,0,NA,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-28,2,JA-28-2,742-F,F,3,Self,Tank21,1,2,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-28,2,JA-28-2,742-F,F,3,Self,Tank21,1,4,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-28,2,JA-28-2,742-F,F,3,Self,Tank23,1,4,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-28,2,JA-28-2,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-28,2,JA-28-2,742-F,F,3,Self,Tank23,1,5,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-28,2,JA-28-2,742-F,F,3,Self,Tank21,1,5,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-28,2,JA-28-2,742-F,F,3,Self,Tank21,0,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-28,3,JA-28-3,742-F,F,3,Self,Tank21,1,2,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-28,3,JA-28-3,742-F,F,3,Self,Tank21,1,2,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-28,3,JA-28-3,742-F,F,3,Self,Tank23,1,2,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-28,3,JA-28-3,742-F,F,3,Self,Tank17,1,2,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-28,3,JA-28-3,742-F,F,3,Self,Tank23,1,2,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-28,3,JA-28-3,742-F,F,3,Self,Tank21,1,3,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-28,3,JA-28-3,742-F,F,3,Self,Tank21,1,3,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-29,1,JA-29-1,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-29,1,JA-29-1,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-29,1,JA-29-1,742-F,F,3,Self,Tank17,1,3,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-29,1,JA-29-1,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-29,1,JA-29-1,742-F,F,3,Self,Tank17,1,3,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-29,1,JA-29-1,742-F,F,3,Self,Tank18,1,4,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-29,1,JA-29-1,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,4,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-29,2,JA-29-2,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,4,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-29,2,JA-29-2,742-F,F,3,Self,Tank17,1,4,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-29,2,JA-29-2,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/22/18,S1D3,3,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
8/30/18,S2R1,11,JA-29,3,JA-29-3,742-F,F,3,Self,Tank17,1,3,2,1,Ambient,1,Multiple,
9/5/18,S2D2,17,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,3,2,1,Ambient,1,Multiple,
9/11/18,S2D8,23,JA-29,3,JA-29-3,742-F,F,3,Self,Tank17,1,5,2,1,Ambient,1,Multiple,
9/14/18,S2D11,26,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
9/20/18,End,32,JA-29,3,JA-29-3,742-F,F,3,Self,Tank18,1,5,2,1,Ambient,1,Multiple,
8/14/18,Initial,0,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank21,1,1,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank21,1,1,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,1,JN-18-1,815-25,25,3,Non-Self,Tank23,1,1,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,3,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,3,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank21,1,3,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,4,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank21,1,6,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,5,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,2,JN-18-2,802-42,42,3,Non-Self,Tank23,1,6,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,6,2,1,Ambient,3,Multiple,
8/22/18,S1D3,3,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,7,2,1,Ambient,3,Multiple,
8/30/18,S2R1,11,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank21,1,8,2,1,Ambient,3,Multiple,
9/5/18,S2D2,17,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
9/11/18,S2D8,23,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank21,1,8,2,1,Ambient,3,Multiple,
9/14/18,S2D11,26,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
9/20/18,End,32,JN-18,3,JN-18-3,807-42,42,3,Non-Self,Tank23,1,8,2,1,Ambient,3,Multiple,
8/14/18,Initial,0,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,3,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,1,AN-2-1,806-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,2,AN-2-2,743-13,13,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,2,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank21,1,2,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank21,1,2,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,3,AN-2-3,744-1,1,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
8/14/18,Initial,0,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,1,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
9/20/18,End,32,AN-2,4,AN-2-4,802-42,42,4,Non-Self,Tank23,0,NA,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,4,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank23,1,4,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank17,1,4,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank23,1,6,3,1,Ambient,4,Multiple,
9/14/18,S2D11,26,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
9/20/18,End,32,JN-10,1,JN-10-1,742-F,F,4,Non-Self,Tank21,1,6,3,1,Ambient,4,Multiple,
8/22/18,S1D3,3,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank21,1,5,3,1,Ambient,4,Multiple,
8/30/18,S2R1,11,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
9/5/18,S2D2,17,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank17,1,5,3,1,Ambient,4,Multiple,
9/11/18,S2D8,23,JN-10,2,JN-10-2,801-47,47,4,Non-Self,Tank23,1,5,3,1,Ambient,4,Multiple,
